Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,,CTA1-GFP,BL1-H,,12363,36,343.417,41.210,41.210,18235,N/A,17116,N/A,16798,N/A,7051.65,N/A,38.67,N/A,6458.21,N/A,37.73,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,,single cell,FSC-H,FSC-W,12390,36,344.167,41.300,48.689,531075,90,537463,89,582559,86,124953.08,8.80,23.53,9.78,137706.11,8.90,25.62,10.00
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,,cell,FSC-H,FSC-W,25447,36,706.861,84.823,84.823,568584,111,579379,100,644009,86,164953.17,44.35,29.01,39.89,172000.87,20.76,29.69,20.76
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,N/A,All Events,N/A,N/A,30000,23,1304.348,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,,cell,FSC-H,SSC-H,26674,23,1159.739,88.913,88.913,556194,157190,540416,146841,441305,121873,155677.57,53936.66,27.99,34.31,179579.92,46781.96,33.23,31.86
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12970,23,563.913,43.233,99.716,504300,527418,485870,504144,416892,443361,124469.82,148393.82,24.68,28.14,134764.63,162001.48,27.74,32.13
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,,single cell,FSC-H,FSC-A,13007,23,565.522,43.357,43.357,505066,528515,486330,504647,416892,443361,125180.53,149634.58,24.79,28.31,135241.29,162531.50,27.81,32.21
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,,CTA1-GFP,BL1-H,,12970,23,563.913,43.233,43.233,72825,N/A,69669,N/A,67957,N/A,27099.67,N/A,37.21,N/A,25288.71,N/A,36.30,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,,single cell,FSC-H,FSC-W,13007,23,565.522,43.357,48.763,505066,88,486330,87,416892,86,125180.53,8.77,24.79,9.96,135241.29,8.90,27.81,10.22
d071721-120min-0Pi-SKY1-R3,120min,120min,B5.fcs,B5,Experiment,None,,cell,FSC-H,FSC-W,26674,23,1159.739,88.913,88.913,556194,116,540416,99,441305,86,155677.57,56.52,27.99,48.78,179579.92,22.24,33.23,22.46
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,N/A,All Events,N/A,N/A,30000,43,697.674,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,,cell,FSC-H,SSC-H,27245,43,633.605,90.817,90.817,559991,155574,540132,146632,494607,138238,158174.15,54537.54,28.25,35.06,175527.98,49158.57,32.50,33.53
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15222,43,354.000,50.740,99.849,509406,530116,496771,511244,494581,474182,123392.90,146470.85,24.22,27.63,129201.17,155343.86,26.01,30.39
d071721-120min-0Pi-SKY1-R3,120min,120min,B6.fcs,B6,Experiment,None,,single cell,FSC-H,FSC-A,15245,43,354.535,50.817,50.817,509835,530709,497255,511502,494581,474182,123808.89,147158.94,24.28,27.73,129699.33,155724.89,26.08,30.44
